incident code,customer company group,customer company,create date-time,resolution date-time,incident status,incident description,support group,tower group,domain group,priority,urgency,resolution description,assigned organization,inc.category,last modified date,inc type,inc element,aging,localizacion cliente,departamento cliente
INC000001512982,IBERIA,IBERIA,08/04/2021 18:59,08/04/2021 18:59,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-12T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),FLOTA A320 (AVVIC0A0)
INC000001512988,IBERIA,IBERIA,08/04/2021 19:09,08/04/2021 19:09,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-12T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,BCN AEROPUERTO,TMA JEFE HANGAR (AMIRD7TM)
INC000001512879,IBERIA,IBERIA,08/04/2021 19:12,08/04/2021 19:12,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-12T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),FLOTA A320 (AVVIC0A0)
INC000001512986,IBERIA,IBERIA,08/04/2021 19:22,08/04/2021 19:22,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-12T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,EN EL AVIÓN - A340,FLOTA A340 Pilotos (AVVIL0A1)
INC000001512995,IBERIA,IBERIA,08/04/2021 19:54,08/04/2021 19:54,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-12T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001513001,IBERIA,IBERIA,08/04/2021 20:28,08/04/2021 20:28,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-12T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (MADRID BARAJAS),T.C.MAD- DOCUM. (AGDM00MA)
INC000001513003,IBERIA,IBERIA,08/04/2021 21:38,08/04/2021 21:38,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-12T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,HANGAR 6,TMA MECANICA. PROD CAD1 H (AMIRD0FA)
INC000001513016,IBERIA,IBERIA,08/04/2021 22:46,08/04/2021 22:46,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-12T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,NEO-MARTINEZ VILLERGAS 49,PROGRAMACIÓN ACTUAL-CREW (APP002CC)
INC000001512902,IBERIA,IBERIA,09/04/2021 02:04,09/04/2021 02:04,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,BCN AEROPUERTO,TMA MECANICA (AMNLB0AC)
INC000001512904,IBERIA,IBERIA,09/04/2021 02:50,09/04/2021 02:50,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,BCN AEROPUERTO,TMA MECANICA (AMNLB0AC)
INC000001513038,IBERIA,IBERIA,09/04/2021 05:31,09/04/2021 05:31,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001513041,IBERIA,IBERIA,09/04/2021 06:14,09/04/2021 06:14,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,TERMINAL T4,ASIST.PAX T4_J.TERMINAL (AHMDST4D)
INC000001513050,IBERIA,IBERIA,09/04/2021 07:51,09/04/2021 07:51,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001513049,IBERIA,IBERIA,09/04/2021 08:15,09/04/2021 08:15,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,NEO-MARTINEZ VILLERGAS 49,ING CABINA Y PUBLI TÉCNIC (APXA01)
INC000001512943,IBERIA,IBERIA,09/04/2021 08:38,09/04/2021 08:38,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,NEO-MARTINEZ VILLERGAS 49,OPERACIONES EXPERIENCIA C (BCLTS0)
INC000001513057,IBERIA,IBERIA,09/04/2021 09:04,09/04/2021 09:04,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,NEO-MARTINEZ VILLERGAS 49,NÓMINA (3YRN00)
INC000001513071,IBERIA,IBERIA,09/04/2021 09:51,09/04/2021 09:51,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA CM RADIO (ABRW00)
INC000001513064,IBERIA,IBERIA,09/04/2021 09:51,09/04/2021 09:51,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,NEO-MARTINEZ VILLERGAS 49,PLANIFICACIÓN Y CONTROL (AHAO00)
INC000001513075,IBERIA,IBERIA,09/04/2021 10:05,09/04/2021 10:05,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001513076,IBERIA,IBERIA,09/04/2021 10:12,09/04/2021 10:12,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA CM RADIO (ABRW00)
INC000001513085,IBERIA,IBERIA,09/04/2021 10:24,09/04/2021 10:24,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),FLOTA A320 (AVVIC0A0)
INC000001513084,IBERIA,IBERIA,09/04/2021 10:24,09/04/2021 10:24,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),DEPT. SUBCONTRATOS Y PROG (AMICI0AA)
INC000001513093,IBERIA,IBERIA,09/04/2021 11:04,09/04/2021 11:04,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,NEO-MARTINEZ VILLERGAS 49,"FBP L.A. COMERCIAL, RED Y (1FIC00)"
INC000001513182,IBERIA,IBERIA,09/04/2021 11:12,09/04/2021 11:12,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001513187,IBERIA,IBERIA,09/04/2021 11:28,09/04/2021 11:28,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001513126,IBERIA,IBERIA,09/04/2021 11:52,09/04/2021 11:52,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001513130,IBERIA,IBERIA,09/04/2021 11:53,09/04/2021 11:53,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001513134,IBERIA,IBERIA,09/04/2021 12:16,09/04/2021 12:16,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),TALLERES DE AVIÓNICA (AMICA1)
INC000001513203,IBERIA,IBERIA,09/04/2021 12:22,09/04/2021 12:22,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001513200,IBERIA,IBERIA,09/04/2021 12:29,09/04/2021 12:29,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001513207,IBERIA,IBERIA,09/04/2021 12:44,09/04/2021 12:44,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),TALLERES DE AVIÓNICA (AMICA1)
INC000001513210,IBERIA,IBERIA,09/04/2021 13:06,09/04/2021 13:06,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,EN EL AVIÓN - A340,FLOTA A340 Pilotos (AVVIL0A1)
INC000001513257,IBERIA,IBERIA,09/04/2021 13:48,09/04/2021 13:48,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,NEO-MARTINEZ VILLERGAS 49,MANAGER GRUPOS (ACRM01)
INC000001513256,IBERIA,IBERIA,09/04/2021 13:55,09/04/2021 13:55,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,EN EL AVIÓN - A340,FLOTA A340 Pilotos (AVVIL0A1)
INC000001513239,IBERIA,IBERIA,09/04/2021 14:55,09/04/2021 14:55,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),FLOTA A320 (AVVIC0A0)
INC000001513233,IBERIA,IBERIA,09/04/2021 15:01,09/04/2021 15:01,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,HANGAR 6,TMA MECANICA. PROD HANG 4 (AMIRD0CD)
INC000001513285,IBERIA,IBERIA,09/04/2021 15:11,09/04/2021 15:11,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,TERMINAL T4,GEST. EQUIPAJES._SPV. (AHMDT01S)
INC000001513287,IBERIA,IBERIA,09/04/2021 15:23,09/04/2021 15:23,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001513237,IBERIA,IBERIA,09/04/2021 15:35,09/04/2021 15:35,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,HANGAR 6,TMA MECANICA. PROD HANG 4 (AMIRD0CD)
INC000001513288,IBERIA,IBERIA,09/04/2021 16:20,09/04/2021 16:20,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001513295,IBERIA,IBERIA,09/04/2021 16:35,09/04/2021 16:35,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,TERMINAL T4,DESP.AVIONES_JEF.SERV. (AHMDC01J)
INC000001513248,IBERIA,IBERIA,09/04/2021 17:02,09/04/2021 17:02,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),FLOTA A340 (AVVIL0A0)
INC000001513314,IBERIA,IBERIA,09/04/2021 17:04,09/04/2021 17:04,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001513323,IBERIA,IBERIA,09/04/2021 17:26,09/04/2021 17:26,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001513324,IBERIA,IBERIA,09/04/2021 17:27,09/04/2021 17:27,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,BCN AEROPUERTO,TMA MECANICA (AMNLB0AC)
INC000001513327,IBERIA,IBERIA,09/04/2021 17:42,09/04/2021 17:42,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,BCN AEROPUERTO,ATENCIÓN AL PASAJERO BCN (AHABS0)
INC000001513331,IBERIA,IBERIA,09/04/2021 17:59,09/04/2021 17:59,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),FLOTA A340 (AVVIL0A0)
INC000001513351,IBERIA,IBERIA,09/04/2021 18:14,09/04/2021 18:14,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001513334,IBERIA,IBERIA,09/04/2021 18:22,09/04/2021 18:22,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,BCN AEROPUERTO,ATENCIÓN AL PASAJERO BCN (AHABS0)
INC000001513335,IBERIA,IBERIA,09/04/2021 18:46,09/04/2021 18:46,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001513333,IBERIA,IBERIA,09/04/2021 18:54,09/04/2021 18:54,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,VELAZQUEZ 130 B.VI,U.GESTION LABORAL Y DLLO. (3HTTT0)
INC000001513356,IBERIA,IBERIA,09/04/2021 19:53,09/04/2021 19:53,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,EDIF.103 - HANGAR 1,REGISTROS TÉCNICOS (AMNB01)
INC000001513341,IBERIA,IBERIA,09/04/2021 21:11,09/04/2021 21:11,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,HANGAR 5,TMA MECANICA. PROD CAD2 H (AMIRD4GC)
INC000001513346,IBERIA,IBERIA,09/04/2021 21:13,09/04/2021 21:13,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (QUITO),ECUADOR/QUITO/RCL (ALSAAWQE)
INC000001513343,IBERIA,IBERIA,09/04/2021 21:17,09/04/2021 21:17,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),FLOTA A340 (AVVIL0A0)
INC000001513456,IBERIA,IBERIA,09/04/2021 23:59,09/04/2021 23:59,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-13T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (BARCELONA),RAMPA BARCELONA (AHABU0RA)
INC000001513466,IBERIA,IBERIA,10/04/2021 02:54,10/04/2021 02:54,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-14T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001513459,IBERIA,IBERIA,10/04/2021 06:09,10/04/2021 06:09,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-14T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (SAN JOSE DE COSTA RICA),P.LOC.GER.CENTRAMER.C.RIC (AMNLR0ZL)
INC000001513396,IBERIA,IBERIA,10/04/2021 06:11,10/04/2021 06:11,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-14T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),FLOTA A340 (AVVIL0A0)
INC000001513397,IBERIA,IBERIA,10/04/2021 06:12,10/04/2021 06:12,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-14T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LR SOBRE (ABLY0001)
INC000001513394,IBERIA,IBERIA,10/04/2021 06:21,10/04/2021 06:21,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-14T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,TERMINAL T4,DESP. AVIONES_AG.CONSOLA (AHMDC01C)
INC000001513482,IBERIA,IBERIA,10/04/2021 06:54,10/04/2021 06:54,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-14T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,TERMINAL T4,GEST.EQUIPAJES_SERV.AUX (AHMDT01X)
INC000001513404,IBERIA,IBERIA,10/04/2021 09:53,10/04/2021 09:53,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-14T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (BARCELONA),RAMPA BARCELONA (AHABU0RA)
INC000001513502,IBERIA,IBERIA,10/04/2021 10:44,10/04/2021 10:44,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,2021-04-14T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (MADRID BARAJAS),T.C.MAD- DOCUM. (AGDM00MA)
